user_id,bill_id,line_item_amount,bill_discount,transaction_date,description,inventory_category,colour,size,zone_name,store_name,year
519794810,742216884,"5,060,622",0.0,4/27/2022,BTR ITBTR00002 Regular FF Black M,Boys Trouser - Sportswear,Black,M,South,South_6028,2022
363336073,688374182,999.5,0.0,1/22/2022,MTR ITMTR00013 Urban FF Pale Grey 30,Mens Trouser - Sportswear,Pale Grey,30,East,East_6510,2022
494483111,750741292,"12,426,663",0.0,5/1/2022,MTR ITMTR00020 Brooklyn FF Olive 28,Mens Trouser - Sportswear,Olive,28,South,South_6046,2022
539290,727412971,1399.0,0.0,5/23/2022,MBL ITMBL00007 Regular Slim with stich Dark Brown 32,Mens Belt - Workwear,Dark Brown,32,South,South_7158,2022
507012450,702275202,99.0,0.0,3/5/2022,MBL ITMBL00007 Regular Slim with stich Dark Brown 32,Mens Belt - Workwear,Dark Brown,32,South,South_7259,2022
508838617,734749303,559.6,0.0,3/1/2022,MBL ITMBL00007 Regular Slim with stich Dark Brown 32,Mens Belt - Workwear,Dark Brown,32,South,South_6034,2022
482195057,712503856,1399.0,0.0,4/8/2022,MBL ITMBL00007 Regular Slim with stich Dark Brown 32,Mens Belt - Workwear,Dark Brown,32,South,South_7158,2022
316575455,757414357,559.6,0.0,8/31/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_6017,2022
316575455,757414357,559.6,0.0,8/31/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_6017,2022
316575455,757414357,559.6,0.0,8/31/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_6017,2022
506212769,698773458,99.0,0.0,2/20/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_7406,2022
501211787,712787883,99.0,0.0,4/9/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_7123,2022
415069970,701745840,99.0,0.0,3/3/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_7255,2022
517404472,735010935,559.6,0.0,3/27/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_6018,2022
505798586,696992934,99.0,0.0,2/13/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_7045,2022
515813391,757630373,1399.0,0.0,9/1/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,East,East_7096,2022
515813391,757630373,1399.0,0.0,9/1/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,East,East_7096,2022
397017893,744307722,559.6,0.0,7/17/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_6017,2022
397017893,744307722,559.6,0.0,7/17/2022,MBL ITMBL00004 Regular Casual Black 32,Mens Belt - Jeanswear,Black,32,South,South_6017,2022
505070713,693921970,3249.5,0.0,2/1/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,East,East_7310,2022
531383655,781680509,3249.5,0.0,11/19/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,South,South_6028,2022
305428469,693613333,"33,158,271",0.0,1/31/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,East,East_7096,2022
305428469,693613333,"33,158,271",0.0,1/31/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,East,East_7096,2022
505677869,696455433,3899.4,0.0,2/11/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,North,North_7013,2022
532392707,784596817,3249.5,0.0,11/27/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,South,South_6028,2022
503679960,685528939,3899.4,0.0,1/9/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,East,East_7310,2022
418762222,684883168,"3,248,823",0.0,1/6/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,North,North_7391,2022
328276764,770595147,3249.5,0.0,10/16/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,North,North_6045,2022
328276764,770595147,3249.5,0.0,10/16/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,North,North_6045,2022
328276764,770595147,3249.5,0.0,10/16/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,North,North_6045,2022
505319486,695000958,3249.5,0.0,2/5/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,North,North_7456,2022
505520314,695769051,6499.0,0.0,2/8/2022,MJA ITMJA00005 SportCoat LS Charcoal L,MENS JACKET,Charcoal,L,East,East_7096,2022
522898361,772262325,1149.5,0.0,10/21/2022,MSH ITMSH00503 Slim LS Burgundy XL,MENS SHIRT,Burgundy,XL,South,South_6001,2022
346364431,757593775,1539.3,0.0,9/1/2022,MSH ITMSH00617 Slim LS Salmon 2XL,MENS SHIRT,Salmon,2XL,South,South_6018,2022
90017882,741721182,"10,071,734",0.0,4/10/2022,MSH ITMSH00617 Slim LS Brick XL,MENS SHIRT,Brick,XL,South,South_6005,2022
90017882,741721182,"10,071,734",0.0,4/10/2022,MSH ITMSH00617 Slim LS Brick XL,MENS SHIRT,Brick,XL,South,South_6005,2022
454425115,735009957,"9,995,713",0.0,3/26/2022,MSH ITMSH00679 Slim LS Grey Mel XL,MENS SHIRT,Grey Mel,XL,South,South_6025,2022
454425115,735009957,"9,995,713",0.0,3/26/2022,MSH ITMSH00679 Slim LS Grey Mel XL,MENS SHIRT,Grey Mel,XL,South,South_6025,2022
519706384,741868496,"5,846,754",0.0,7/9/2022,BSH ITBSH00103 Regular LS Indigo ES,BOYS SHIRT,Indigo,ES,South,South_6025,2022
495954675,735002089,"9,328,312",0.0,3/22/2022,MSH ITMSH00822 Slim LS Dark Teal M,MENS SHIRT,Dark Teal,M,South,South_6050,2022
495954675,735002089,"9,328,312",0.0,3/22/2022,MSH ITMSH00822 Slim LS Dark Teal M,MENS SHIRT,Dark Teal,M,South,South_6050,2022
389025144,741718297,749.5,0.0,4/3/2022,MSO ITMSO00037 Slim FF Beige 30,MENS SHORTS,Beige,30,South,South_6001,2022
389025144,741718297,749.5,0.0,4/3/2022,MSO ITMSO00037 Slim FF Beige 30,MENS SHORTS,Beige,30,South,South_6001,2022
494482848,745459630,1249.5,0.0,7/21/2022,MSW ITMSW00008 Regular LS Dark Navy L,MENS SWEATER,Dark Navy,L,South,South_6046,2022
494482848,745459630,1249.5,0.0,7/21/2022,MSW ITMSW00008 Regular LS Dark Navy L,MENS SWEATER,Dark Navy,L,South,South_6046,2022
494482848,745459630,1249.5,0.0,7/21/2022,MSW ITMSW00008 Regular LS Dark Navy L,MENS SWEATER,Dark Navy,L,South,South_6046,2022
494482848,745459630,1249.5,0.0,7/21/2022,MSW ITMSW00008 Regular LS Dark Navy L,MENS SWEATER,Dark Navy,L,South,South_6046,2022
532358851,784450975,"11,560,405",0.0,11/27/2022,MSW ITMSW00008 Regular LS Dark Navy L,MENS SWEATER,Dark Navy,L,North,North_6045,2022
532358851,784450975,"11,560,405",0.0,11/27/2022,MSW ITMSW00008 Regular LS Dark Navy L,MENS SWEATER,Dark Navy,L,North,North_6045,2022
533097896,786695655,"7,676,735",0.0,12/4/2022,BJO ITBJO00006 Jogger Jogger Tan L,BOYS Jogger,Tan,L,South,South_6016,2022
430017030,785162704,"7,362,381",0.0,11/29/2022,MSW ITMSW00039 Regular SL Dk Grey M. XL,MENS SWEATER,Dk Grey M.,XL,North,North_6045,2022
508841113,768321622,"7,734,026",0.0,7/10/2022,BDE ITBDN00030 Regular 5P Md Wash EES,BOYS Denim Trouser,Md Wash,EES,South,South_6016,2022
508841113,768321622,"7,734,026",0.0,7/10/2022,BDE ITBDN00030 Regular 5P Md Wash EES,BOYS Denim Trouser,Md Wash,EES,South,South_6016,2022
508841113,768321622,"7,734,026",0.0,7/10/2022,BDE ITBDN00030 Regular 5P Md Wash EES,BOYS Denim Trouser,Md Wash,EES,South,South_6016,2022
519604038,741722024,"8,373,027",0.0,4/10/2022,BDE ITBDN00030 Regular 5P Md Wash M,BOYS Denim Trouser,Md Wash,M,South,South_6025,2022
519604038,741722024,"8,373,027",0.0,4/10/2022,BDE ITBDN00030 Regular 5P Md Wash M,BOYS Denim Trouser,Md Wash,M,South,South_6025,2022
519604038,741722024,"8,373,027",0.0,4/10/2022,BDE ITBDN00030 Regular 5P Md Wash M,BOYS Denim Trouser,Md Wash,M,South,South_6025,2022
493016236,748201125,"12,339,279",0.0,7/31/2022,MSH ITMSH00934 Slim LS Peacoat M,MENS SHIRT,Peacoat,M,South,South_7474,2022
484188176,749793030,"1,247,941",0.0,8/6/2022,MTR ITMTR00231 Brooklyn FF Khaki 38,MENS TROUSER,Khaki,38,South,South_6053,2022
484188176,749793030,"1,247,941",0.0,8/6/2022,MTR ITMTR00231 Brooklyn FF Khaki 38,MENS TROUSER,Khaki,38,South,South_6053,2022
484188176,749793030,"1,247,941",0.0,8/6/2022,MTR ITMTR00231 Brooklyn FF Khaki 38,MENS TROUSER,Khaki,38,South,South_6053,2022
499296966,788678085,1749.5,0.0,12/11/2022,MJA ITMJA00111 Gilet SL Black S,MENS JACKET,Black,S,South,South_6028,2022
506659240,701923462,"4,136,757",0.0,3/4/2022,MJA ITMJA00120 Bandi SL Navy M,MENS JACKET,Navy,M,West,West_7056,2022
519936855,742783742,2499.5,0.0,4/29/2022,MJA ITMJA00120 Bandi SL Navy M,MENS JACKET,Navy,M,South,South_6053,2022
517661423,735599610,2499.5,0.0,6/19/2022,MJA ITMJA00120 Bandi SL Navy M,MENS JACKET,Navy,M,North,North_6045,2022
517661423,735599610,2499.5,0.0,6/19/2022,MJA ITMJA00120 Bandi SL Navy M,MENS JACKET,Navy,M,North,North_6045,2022
445495931,694755712,2999.4,0.0,2/4/2022,MJA ITMJA00120 Bandi SL Navy M,MENS JACKET,Navy,M,East,East_7258,2022
445495931,694755712,2999.4,0.0,2/4/2022,MJA ITMJA00120 Bandi SL Navy M,MENS JACKET,Navy,M,East,East_7258,2022
459676027,696979981,2999.4,0.0,2/13/2022,MJA ITMJA00120 Bandi SL Navy M,MENS JACKET,Navy,M,East,East_7310,2022
514060157,722754279,"4,277,713",0.0,5/8/2022,MJA ITMJA00120 Bandi SL Navy M,MENS JACKET,Navy,M,West,West_7403,2022
524853618,759411668,2499.5,0.0,9/7/2022,MJA ITMJA00120 Bandi SL Navy XL,MENS JACKET,Navy,XL,East,East_6037,2022
506111359,698321976,2999.4,0.0,2/18/2022,MJA ITMJA00120 Bandi SL Navy XL,MENS JACKET,Navy,XL,North,North_7391,2022
422224007,738111451,"24,337,544",0.0,6/27/2022,MSH ITMSH00998 Slim LS Black M,,Black,M,South,South_7182,2022
352441354,747864164,"21,160,505",0.0,7/30/2022,MSH ITMSH00998 Slim LS Black M,,Black,M,South,South_7182,2022
491223862,735412547,"12,544,976",584.8,6/18/2022,MSH ITMSH00999 Slim LS White M,,White,M,North,North_6023,2022
519752406,742055369,"4,495,916",0.0,4/22/2022,BTS ITBTS00170 Regular SS Lemon L,,Lemon,L,South,South_6028,2022
443164235,735826870,"12,341,877",0.0,6/19/2022,MSH ITMSH00980 Slim SS Blue S,MSH ITMSH00980 Slim SS Blue S,Blue,S,South,South_6034,2022
524683933,759041775,"9,162,215",0.0,9/6/2022,MSH ITMSH01200 Slim LS Yellow XL,MSH ITMSH01200 Slim LS Yellow XL,Yellow,XL,South,South_6034,2022
524683933,759041775,"9,162,215",0.0,9/6/2022,MSH ITMSH01200 Slim LS Yellow XL,MSH ITMSH01200 Slim LS Yellow XL,Yellow,XL,South,South_6034,2022
524561371,758522267,"545,977",0.0,9/4/2022,MSO ITMSO00064 Regular FF Black 36,MSO ITMSO00064 Regular FF Black 36,Black,36,South,South_6025,2022
524561371,758522267,"545,977",0.0,9/4/2022,MSO ITMSO00064 Regular FF Black 36,MSO ITMSO00064 Regular FF Black 36,Black,36,South,South_6025,2022
519644655,759781184,"6,068,936",0.0,6/12/2022,MSO ITMSO00064 Regular FF Cobalt 40,MSO ITMSO00064 Regular FF Cobalt 40,Cobalt,40,North,North_6023,2022
456109125,760215323,"8,687,929",0.0,9/10/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6025,2022
517156565,733858053,"17,490,001",0.0,6/13/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,North,North_7420,2022
524660876,758941294,"9,505,323",0.0,9/5/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6028,2022
531071499,780918928,"8,884,444",0.0,11/15/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6001,2022
531071499,780918928,"8,884,444",0.0,11/15/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6001,2022
531071499,780918928,"8,884,444",0.0,11/15/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6001,2022
531071499,780918928,"8,884,444",0.0,11/15/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6001,2022
531071499,780918928,"8,884,444",0.0,11/15/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6001,2022
531071499,780918928,"8,884,444",0.0,11/15/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6001,2022
535160108,794171147,"8,914,623",0.0,12/28/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6018,2022
342063682,688080976,1999.0,0.0,1/20/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7364,2022
491186087,773547489,"12,073,208",0.0,10/23/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
491186087,773547489,"12,073,208",0.0,10/23/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
513327753,790574274,1999.0,0.0,12/17/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7032,2022
519664724,741881251,"10,799,565",0.0,4/17/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6050,2022
529342955,773137400,1065.58,0.0,10/23/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6017,2022
529342955,773137400,1065.58,0.0,10/23/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6017,2022
378626664,769384284,"9,435,766",0.0,10/12/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6008,2022
429898620,748295337,999.5,0.0,7/31/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,West,West_7315,2022
504071601,687193432,1999.0,0.0,1/16/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7110,2022
520590854,744805325,"10,788,632",0.0,7/19/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7364,2022
533202385,787141991,"10,683,344",0.0,12/5/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6033,2022
126276655,753900617,999.5,0.0,8/19/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6017,2022
360094205,784177137,"1,047,118",0.0,11/26/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6058,2022
360094205,784177137,"1,047,118",0.0,11/26/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6058,2022
442803481,735608568,"1,332,715",0.0,6/19/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7312,2022
447139149,782336884,"10,144,743",0.0,11/20/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6057,2022
466637952,719808341,"16,240,236",0.0,4/29/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,East,East_7310,2022
466637952,719808341,"16,240,236",0.0,4/29/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,East,East_7310,2022
518373566,737823856,1199.4,0.0,6/26/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,North,North_7409,2022
356538930,752135290,"10,764,185",0.0,8/13/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,North,North_7118,2022
356538930,752135290,"10,764,185",0.0,8/13/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,North,North_7118,2022
495984487,746261841,"10,273,539",0.0,7/24/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7193,2022
495984487,746261841,"10,273,539",0.0,7/24/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7193,2022
523496954,754044535,"10,828,264",0.0,8/20/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6050,2022
523786592,784905626,"12,073,208",0.0,11/28/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,North,North_6023,2022
525432003,761659048,"12,374,944",0.0,9/16/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6034,2022
529454702,773625815,1399.3,0.0,10/24/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6025,2022
529454702,773625815,1399.3,0.0,10/24/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6025,2022
529454702,773625815,1399.3,0.0,10/24/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6025,2022
529733221,774854172,"9,995,556",0.0,10/28/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6017,2022
315670825,771023107,"10,615,427",0.0,10/18/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6058,2022
315670825,771023107,"10,615,427",0.0,10/18/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6058,2022
318765131,775443633,"11,106,049",0.0,10/30/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6058,2022
353478011,754111281,"11,299,261",0.0,8/20/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6017,2022
518941016,744788167,1999.0,0.0,7/19/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,North,North_7491,2022
526298969,778151663,"10,583,218",0.0,11/7/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6025,2022
527233923,766149607,1399.3,0.0,10/1/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,West,West_6054,2022
291313,732966286,1999.0,0.0,6/10/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7001,2022
126276655,791056393,"9,316,782",1000.0,12/19/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6017,2022
126276655,791056393,"9,316,782",1000.0,12/19/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6017,2022
126276655,791056393,"9,316,782",1000.0,12/19/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6017,2022
347904526,695272544,1999.0,0.0,2/6/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,North,North_7361,2022
491163643,768617556,"24,146,416",0.0,10/9/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
491163643,768617556,"24,146,416",0.0,10/9/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
491163643,768617556,"24,146,416",0.0,10/9/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
491163643,768617556,"24,146,416",0.0,10/9/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
437906135,703706447,1999.0,0.0,3/10/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_7135,2022
440929927,771977523,"10,864,508",0.0,10/20/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6058,2022
463671134,763914100,"9,469,225",0.0,9/24/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6046,2022
524041506,756372228,"12,517,347",0.0,8/27/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
524041506,756372228,"12,517,347",0.0,8/27/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
524041506,756372228,"12,517,347",0.0,8/27/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6014,2022
13305656,770507138,"9,906,169",0.0,10/16/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6057,2022
13305656,770507138,"9,906,169",0.0,10/16/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6057,2022
317293570,770988736,"9,811,145",0.0,10/17/2022,MTR ITMTR00284 Brooklyn FF Black 38,MTR ITMTR00284 Brooklyn FF Black 38,Black,38,South,South_6053,2022
